ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Estimated_Shipping_Cost,Recommended_Carrier
3256,1,2,5,5,135,4,2,0,7,5765,1,294.75,Local Truck
3257,2,2,5,2,137,3,1,1,6,4883,0,251.15,Local Truck
3258,4,2,4,2,222,3,0,0,9,5337,0,272.35,Local Truck
3259,3,2,5,1,246,3,2,0,10,4078,1,208.9,Local Truck
3260,4,2,3,3,202,3,2,0,8,5486,1,280.3,Local Truck
3261,0,2,4,5,273,3,1,0,1,5043,1,261.65,Local Truck
3262,1,1,5,1,248,2,1,0,9,5881,1,299.55,Maersk
3263,2,1,4,4,199,4,2,0,5,4194,0,217.20000000000002,Maersk
3264,4,1,4,3,209,3,2,1,7,4104,1,211.70000000000002,Maersk
3265,3,1,4,5,216,2,1,1,2,4905,0,254.25,Maersk
3266,4,1,4,2,227,3,1,1,2,4318,1,224.9,Maersk
3267,0,1,3,1,216,4,2,0,4,4416,0,228.8,Maersk
3268,1,1,2,3,242,2,2,0,1,5892,1,304.1,Maersk
3269,2,1,5,4,217,3,2,0,8,4949,1,253.45000000000005,Maersk
3270,4,1,2,2,160,3,2,0,9,4613,0,236.15,Maersk
3271,3,1,5,3,141,2,2,1,4,5257,0,270.85,Maersk
3272,4,1,5,4,263,2,2,0,5,4595,0,237.25,Maersk
3273,0,1,5,4,171,4,1,1,7,5359,1,274.45,Maersk
3274,1,1,3,5,195,2,1,0,4,4864,0,251.20000000000002,Maersk
3275,2,1,3,5,237,3,1,1,4,5561,1,286.05,Maersk
3276,4,1,2,5,241,4,1,0,4,5693,1,292.65000000000003,Maersk
3277,3,1,3,4,134,3,2,0,9,4230,1,217.0,Maersk
3278,4,1,5,5,156,3,1,0,5,5398,1,277.40000000000003,Maersk
3279,0,1,3,4,211,2,1,1,6,6000,0,307.0,Maersk
3280,1,1,3,2,243,2,1,0,5,4769,0,245.95000000000002,Maersk
3281,2,1,4,3,196,2,2,0,7,4116,1,212.3,Maersk
3282,4,1,3,3,242,2,2,0,7,4960,0,254.5,Maersk
3283,3,1,3,4,175,3,1,0,3,4449,0,230.95000000000002,Maersk
3284,4,0,2,2,155,3,1,1,1,5154,0,307.2,FedEx
3285,0,0,4,1,200,2,1,0,9,4808,1,285.9,FedEx
3286,1,0,3,3,191,3,1,1,4,4586,0,277.3,FedEx
3287,2,0,4,5,221,3,1,0,6,5895,0,341.75,FedEx
3288,4,0,3,1,135,3,1,1,9,4511,0,271.05,FedEx
3289,3,0,3,2,152,4,2,0,7,5943,1,343.65000000000003,FedEx
3290,4,0,2,5,172,2,1,1,7,4649,0,278.95000000000005,FedEx
3291,0,0,5,2,253,2,0,0,2,5643,1,331.15000000000003,FedEx
3292,1,0,5,1,270,2,0,1,10,5360,0,313.0,FedEx
3293,2,0,2,4,139,4,0,1,3,5041,0,300.55,FedEx
3294,4,0,5,2,257,4,2,1,9,5088,0,299.9,FedEx
3295,3,0,4,1,155,3,1,0,5,4283,1,261.65,FedEx
3296,4,0,3,5,125,2,1,1,5,4933,1,294.15,FedEx
3297,0,0,5,4,233,2,1,0,7,4597,1,276.35,FedEx
3298,1,0,3,3,205,2,2,1,6,4989,1,296.45000000000005,FedEx
3299,2,0,5,4,243,3,2,1,4,4420,1,269.0,FedEx
3300,4,0,4,4,208,3,1,0,10,4919,0,290.95000000000005,FedEx
3301,3,0,3,1,230,3,2,0,6,4392,0,266.6,FedEx
3302,4,0,4,5,205,3,2,1,5,4949,1,294.95000000000005,FedEx
3303,0,0,3,4,170,2,1,0,2,5664,0,332.2,FedEx
3304,1,0,4,2,222,2,2,1,5,4268,0,260.9,FedEx
3305,2,0,5,4,186,2,1,1,3,4213,0,259.15,FedEx
3306,4,2,5,1,208,2,1,0,8,5218,0,266.90000000000003,Local Truck
3307,3,2,4,3,223,3,2,0,9,5897,0,300.35,Local Truck
3308,4,2,5,3,154,2,2,1,8,4006,0,206.3,Local Truck
3309,0,2,5,3,235,4,2,0,10,4011,0,205.55,Local Truck
3310,1,2,4,3,271,3,2,1,1,4137,0,216.35000000000002,Local Truck
3311,2,2,4,5,250,3,1,0,2,5206,0,269.3,Local Truck
3312,4,2,4,2,206,2,2,1,4,5159,0,265.95,Local Truck
3313,3,2,3,1,153,3,1,1,10,5121,1,261.05,Local Truck
3314,4,2,4,4,212,2,2,0,6,4117,1,212.85000000000002,Local Truck
3315,0,2,6,4,168,2,0,1,6,5686,0,291.3,Local Truck
3316,1,2,3,1,171,2,1,1,10,5379,1,273.95,Local Truck
3317,2,2,3,5,132,2,1,1,10,4462,1,228.10000000000002,Local Truck
3318,4,2,5,3,141,3,1,1,9,4857,0,248.35000000000002,Local Truck
3319,3,2,3,2,254,2,1,1,1,4334,0,226.20000000000002,Local Truck
3320,4,2,4,4,159,2,2,0,6,5221,0,268.05,Local Truck
3321,0,2,2,4,194,2,1,0,4,4803,1,248.15,Local Truck
3322,1,2,4,3,178,6,1,1,6,4203,0,217.15,Local Truck
3323,2,2,3,4,151,3,1,1,2,5712,1,294.6,Local Truck
3324,4,2,5,1,244,2,1,0,5,4125,1,213.75,Local Truck
3325,3,2,3,2,237,3,1,1,8,5287,1,270.35,Local Truck
3326,4,2,3,1,241,3,2,1,9,5184,0,264.7,Local Truck
3327,0,2,4,2,156,3,1,1,3,5923,0,304.65000000000003,Local Truck
3328,1,2,4,3,243,3,2,1,1,5021,0,260.55,Local Truck
3329,2,2,5,5,219,2,2,1,4,4289,0,222.45000000000002,Local Truck
3330,4,2,4,5,168,2,0,1,2,5776,0,297.8,Local Truck
3331,3,2,6,3,224,6,0,1,8,5661,0,289.05,Local Truck
3332,4,2,4,4,216,2,2,1,2,5840,1,301.0,Local Truck
3333,0,2,3,1,187,5,1,0,6,4698,0,241.9,Local Truck
3334,1,2,5,3,204,3,0,0,1,4037,1,211.35000000000002,Local Truck
3335,2,2,6,5,266,5,1,1,10,4140,0,212.0,Local Truck
3336,4,2,3,4,179,2,1,0,2,4931,1,255.55,Local Truck
3337,3,2,3,4,184,3,1,1,10,4776,0,243.8,Local Truck
3338,4,2,6,2,204,4,2,0,2,4431,0,230.55,Local Truck
3339,0,2,3,4,255,2,2,0,7,4332,1,223.10000000000002,Local Truck
3340,1,2,4,1,272,2,2,0,5,5252,0,270.1,Local Truck
3341,2,2,4,3,186,2,1,1,7,4947,1,253.85000000000002,Local Truck
3342,4,2,5,4,147,4,2,1,6,4369,0,225.45000000000002,Local Truck
3343,3,2,3,4,145,3,2,1,4,5361,1,276.05,Local Truck
3344,4,2,5,1,255,3,2,0,6,5715,0,292.75,Local Truck
3345,0,2,3,4,133,2,1,0,7,4663,0,239.65,Local Truck
3346,1,2,4,1,155,4,1,0,1,4985,0,258.75,Local Truck
3347,2,2,4,5,151,4,2,1,10,4796,0,244.8,Local Truck
3348,4,2,4,2,270,2,0,0,3,4914,1,254.20000000000002,Local Truck
3349,3,2,3,1,234,4,0,1,6,4942,0,254.10000000000002,Local Truck
3350,4,2,3,5,186,2,2,1,4,4352,0,225.60000000000002,Local Truck
3351,0,2,4,5,157,2,2,1,6,5937,0,303.85,Local Truck
3352,1,2,4,4,268,3,1,1,7,5947,0,303.85,Local Truck
3353,2,2,4,3,244,2,1,1,10,4486,1,229.3,Local Truck
3354,4,2,4,5,190,3,1,1,2,4554,0,236.70000000000002,Local Truck
3355,3,2,4,4,161,4,1,1,5,5038,0,259.4,Local Truck
3356,4,2,2,4,162,3,0,0,2,5893,1,303.65000000000003,Local Truck
3357,0,2,4,3,163,8,2,0,6,5739,0,293.95,Local Truck
3358,1,2,3,3,211,6,1,1,5,5777,1,296.35,Local Truck
3359,2,2,3,4,205,8,2,1,1,4977,1,258.35,Local Truck
3360,4,2,3,5,150,3,2,0,4,4442,1,230.10000000000002,Local Truck
3361,3,2,2,5,209,5,2,0,10,4623,1,236.15,Local Truck
3362,4,2,5,2,250,3,2,0,6,5298,0,271.90000000000003,Local Truck
3363,0,2,3,2,206,3,0,0,1,4431,1,231.05,Local Truck
3364,1,2,5,2,244,3,1,1,2,4198,0,218.9,Local Truck
3365,2,2,2,1,180,3,1,1,2,4615,1,239.75,Local Truck
3366,4,2,4,4,256,3,2,1,1,5784,1,298.7,Local Truck
3367,3,2,5,4,273,3,2,0,2,5672,1,292.6,Local Truck
3368,4,2,4,1,178,8,2,0,6,4872,0,250.60000000000002,Local Truck
3369,0,2,4,2,296,2,2,0,2,1233,0,70.65,Local Truck
3370,1,2,3,3,249,5,2,0,9,1752,0,93.10000000000001,Local Truck
3371,2,2,4,5,151,4,2,1,3,5470,0,282.0,Local Truck
3372,4,2,4,3,270,2,0,0,5,5346,0,274.8,Local Truck
3373,3,2,3,2,234,4,0,0,7,4568,1,234.9,Local Truck
3374,4,2,3,4,186,2,2,0,9,5841,0,297.55,Local Truck
3375,0,2,4,1,157,2,2,1,3,5801,0,298.55,Local Truck
3376,1,2,4,2,268,3,1,0,3,5488,1,282.90000000000003,Local Truck
3377,2,2,4,1,244,2,1,0,3,4644,1,240.70000000000002,Local Truck
3378,4,2,4,4,190,3,1,1,2,4800,0,249.0,Local Truck
3379,3,2,4,2,161,4,1,0,10,5322,0,271.1,Local Truck
3380,4,2,2,2,162,3,0,1,10,4489,1,229.45000000000002,Local Truck
3381,0,2,4,1,163,8,2,0,9,5489,1,279.95,Local Truck
3382,1,2,3,2,211,6,1,0,2,4417,0,229.85000000000002,Local Truck
3383,2,2,3,4,205,8,2,0,5,4869,1,250.95000000000002,Local Truck
3384,4,2,3,3,150,3,2,1,4,5536,0,284.8,Local Truck
3385,3,2,2,5,209,5,2,0,9,5565,0,283.75,Local Truck
3386,4,2,5,3,250,3,2,1,4,4343,0,225.15,Local Truck
3387,0,2,3,1,206,3,0,0,8,4763,1,244.15,Local Truck
3388,1,2,5,5,244,3,1,1,9,5695,0,290.25,Local Truck
3389,2,2,2,2,180,3,1,1,2,5033,1,260.65,Local Truck
3390,4,2,4,5,256,3,2,1,10,4504,1,230.20000000000002,Local Truck
3391,3,2,5,4,273,3,2,1,6,4044,1,209.20000000000002,Local Truck
3392,4,2,4,2,178,8,2,1,5,4120,1,213.5,Local Truck
3393,0,2,4,3,296,2,2,0,9,1523,1,81.65,Local Truck
3394,1,2,4,2,275,6,2,1,2,1712,1,94.60000000000001,Local Truck
3395,2,2,5,5,270,3,1,1,2,4351,1,226.55,Local Truck
3396,4,2,6,5,224,4,2,1,6,4616,0,237.8,Local Truck
3397,3,2,2,4,172,5,1,1,4,4668,0,241.4,Local Truck
3398,4,2,4,4,176,3,1,0,1,4774,0,248.20000000000002,Local Truck
3399,0,1,6,2,240,4,1,1,9,4099,0,210.45000000000002,Maersk
3400,1,1,3,4,213,3,1,0,5,4535,1,234.25,Maersk
3401,2,1,4,2,197,3,1,0,2,5707,0,294.35,Maersk
3402,4,1,4,5,167,2,1,0,7,4289,1,220.95000000000002,Maersk
3403,3,1,5,1,180,3,1,0,2,5013,1,259.65,Maersk
3404,4,1,3,1,119,2,1,0,10,4146,1,212.3,Maersk
3405,0,1,5,5,232,4,1,1,3,5447,0,280.85,Maersk
3406,1,1,3,5,139,2,2,1,7,5536,0,283.3,Maersk
3407,2,1,3,2,272,3,1,1,2,4459,1,231.95000000000002,Maersk
3408,4,1,3,2,253,3,1,0,7,4915,0,252.25,Maersk
3409,3,1,3,2,188,3,1,1,4,5376,0,276.8,Maersk
3410,4,1,3,4,202,3,2,1,5,5169,0,265.95,Maersk
3411,0,1,3,1,134,3,1,0,7,5802,1,296.6,Maersk
3412,1,1,3,5,110,3,2,1,3,4252,1,221.10000000000002,Maersk
3413,2,1,3,2,172,2,1,0,9,4532,1,232.10000000000002,Maersk
3414,4,1,3,1,188,3,1,1,3,4222,0,219.60000000000002,Maersk
3415,3,1,3,1,258,4,2,0,6,5365,1,275.25,Maersk
3416,4,1,5,3,234,3,1,1,10,5673,0,288.65000000000003,Maersk
3417,0,1,3,4,148,4,2,0,9,5301,0,270.55,Maersk
3418,1,1,5,3,194,4,1,0,2,5396,0,278.8,Maersk
3419,2,1,4,4,266,3,2,0,2,5413,1,279.65000000000003,Maersk
3420,4,1,5,5,158,3,2,1,7,5559,1,284.45,Maersk
3421,3,0,5,1,228,2,0,1,6,4984,1,296.20000000000005,FedEx
3422,4,0,4,5,159,2,1,1,1,5671,0,333.05,FedEx
3423,0,0,3,4,255,4,1,1,10,4107,0,250.35000000000002,FedEx
3424,1,0,3,4,213,3,1,0,4,5481,1,322.05,FedEx
3425,2,0,3,4,148,2,1,0,5,4693,1,282.15,FedEx
3426,4,0,4,5,219,3,2,1,6,5957,1,344.85,FedEx
3427,3,0,3,5,168,5,2,1,9,5731,1,332.05,FedEx
3428,4,0,4,3,148,5,2,0,6,4802,0,287.1,FedEx
3429,0,0,3,4,149,3,1,0,5,5467,0,320.85,FedEx
3430,1,0,3,5,245,6,0,1,9,4793,0,285.15,FedEx
3431,2,0,3,1,200,2,2,1,10,5178,1,303.90000000000003,FedEx
3432,4,0,3,1,228,3,2,1,9,5530,0,322.0,FedEx
3433,3,0,4,1,175,4,1,1,2,4053,0,251.65,FedEx
3434,4,0,3,3,201,3,1,1,9,5895,1,340.25,FedEx
3435,0,0,4,3,267,4,1,1,7,5140,0,303.5,FedEx
3436,1,0,3,4,217,2,2,0,9,5450,0,318.0,FedEx
3437,2,0,2,3,160,2,0,1,3,4409,0,268.95000000000005,FedEx
3438,4,0,4,4,264,3,1,0,2,4279,1,262.95000000000005,FedEx
3439,3,0,3,1,179,3,0,1,5,5898,1,342.40000000000003,FedEx
3440,4,0,4,5,259,3,2,1,10,4921,1,291.05,FedEx
3441,0,0,4,5,178,2,0,1,5,5403,0,317.65000000000003,FedEx
3442,1,0,3,2,242,5,2,1,6,4694,0,281.70000000000005,FedEx
3443,2,2,4,4,235,2,1,1,4,5671,0,291.55,Local Truck
3444,4,2,4,1,247,2,2,0,7,5098,0,261.4,Local Truck
3445,3,2,2,2,240,5,1,1,7,4138,1,213.4,Local Truck
3446,4,2,3,1,252,2,1,1,4,5559,0,285.95,Local Truck
3447,0,2,5,4,237,2,1,1,8,5600,1,286.0,Local Truck
3448,1,2,4,2,161,3,1,0,4,5947,0,305.35,Local Truck
3449,2,2,2,3,144,4,1,0,10,4075,0,208.75,Local Truck
3450,4,2,4,1,163,4,2,1,2,5432,1,280.6,Local Truck
3451,3,2,4,3,246,3,1,0,5,5118,0,263.4,Local Truck
3452,4,2,3,2,213,3,2,1,10,5993,1,304.65000000000003,Local Truck
3453,0,2,5,1,123,2,1,0,9,5497,0,280.35,Local Truck
3454,1,2,4,3,192,3,1,1,1,4045,1,211.75,Local Truck
3455,2,2,4,4,149,3,1,0,8,5658,1,288.90000000000003,Local Truck
3456,4,2,5,3,206,4,0,0,1,4583,0,238.65,Local Truck
3457,3,2,6,4,243,6,1,1,8,5218,0,266.90000000000003,Local Truck
3458,4,2,4,5,136,3,1,0,1,4585,1,238.75,Local Truck
3459,0,2,4,1,170,2,2,0,5,5182,0,266.6,Local Truck
3460,1,2,2,4,180,2,1,0,8,4321,1,222.05,Local Truck
3461,2,2,3,5,220,2,1,0,1,5663,0,292.65000000000003,Local Truck
3462,4,2,3,3,144,2,1,1,6,5994,1,306.7,Local Truck
3463,3,2,3,4,271,2,2,1,6,4218,0,217.9,Local Truck
3464,4,2,4,4,186,2,2,0,9,4887,1,249.85000000000002,Local Truck
3465,0,2,2,5,247,4,2,1,4,5255,1,270.75,Local Truck
3466,1,2,4,4,202,3,2,1,2,4299,1,223.95000000000002,Local Truck
3467,2,2,4,3,143,3,2,0,3,5062,1,261.6,Local Truck
3468,4,2,3,1,180,3,1,0,10,5633,0,286.65000000000003,Local Truck
3469,3,2,4,5,221,3,2,0,3,4430,1,230.0,Local Truck
3470,4,2,4,3,173,3,1,0,7,4810,1,247.0,Local Truck
3471,0,2,2,5,107,3,2,1,2,4853,0,251.65,Local Truck
3472,1,2,3,4,259,2,2,0,3,4154,1,216.20000000000002,Local Truck
3473,2,2,5,4,134,3,2,1,4,4908,0,253.4,Local Truck
3474,4,2,3,2,204,4,1,1,4,4745,0,245.25,Local Truck
3475,3,2,2,2,161,5,2,1,3,4138,0,215.4,Local Truck
3476,4,2,6,4,100,5,1,0,7,5668,1,289.90000000000003,Local Truck
3477,0,2,5,2,260,4,2,0,3,5890,0,303.0,Local Truck
3478,1,2,5,2,196,3,1,0,4,4271,0,221.55,Local Truck
3479,2,2,5,2,260,3,1,1,1,4799,1,249.45000000000002,Local Truck
3480,4,2,3,1,193,4,1,1,5,4700,0,242.5,Local Truck
3481,3,2,4,1,258,3,2,1,7,4159,0,214.45000000000002,Local Truck
3482,4,2,4,3,254,4,1,1,9,4492,0,230.10000000000002,Local Truck
3483,0,2,3,5,216,4,1,0,3,4934,0,255.20000000000005,Local Truck
3484,1,2,4,1,273,3,1,0,5,5323,0,273.65000000000003,Local Truck
3485,2,2,4,4,223,4,1,1,1,4219,0,220.45000000000002,Local Truck
3486,4,2,4,1,182,2,2,0,10,5638,0,286.90000000000003,Local Truck
3487,3,2,3,4,201,3,1,0,6,5722,1,293.1,Local Truck
3488,4,2,4,3,249,3,2,0,6,5657,1,289.85,Local Truck
3489,0,2,5,4,152,3,1,1,1,5314,1,275.2,Local Truck
3490,1,2,3,1,244,4,2,1,6,4734,1,243.70000000000002,Local Truck
3491,2,2,3,1,256,4,2,0,3,4398,1,228.4,Local Truck
3492,4,2,4,2,223,3,2,1,3,5121,0,264.55,Local Truck
3493,3,2,3,2,185,2,0,0,3,4816,1,249.3,Local Truck
3494,4,2,3,1,166,3,2,1,9,4410,0,226.0,Local Truck
3495,0,2,3,4,113,3,2,1,1,5765,1,297.75,Local Truck
3496,1,2,4,1,134,2,2,0,7,5967,0,304.85,Local Truck
3497,2,2,4,3,228,2,0,0,4,4719,1,243.95000000000002,Local Truck
3498,4,2,3,4,204,2,1,0,10,5844,1,297.2,Local Truck
3499,3,2,3,1,152,2,2,0,2,4136,0,215.8,Local Truck
3500,4,2,3,2,195,2,2,1,9,5779,1,294.45,Local Truck
3501,0,2,4,2,192,6,0,0,3,5173,0,267.15000000000003,Local Truck
3502,1,2,4,2,247,3,2,1,8,4977,0,254.85000000000002,Local Truck
3503,2,2,3,1,135,2,2,1,2,4163,0,217.15,Local Truck
3504,4,2,4,2,209,2,2,0,1,5337,0,276.35,Local Truck
3505,3,2,2,4,173,2,1,1,1,4721,0,245.55,Local Truck
3506,4,2,4,4,222,2,1,1,5,5660,0,290.5,Local Truck
3507,0,2,4,3,192,3,2,0,10,4086,1,209.3,Local Truck
3508,1,2,3,5,206,3,2,0,6,5618,0,287.90000000000003,Local Truck
3509,2,2,3,3,275,4,2,1,6,4687,1,241.35000000000002,Local Truck
3510,4,2,2,3,192,3,2,0,8,5787,1,295.35,Local Truck
3511,3,2,6,3,121,3,2,0,10,5208,0,265.40000000000003,Local Truck
3512,4,2,4,2,177,3,1,1,8,4904,0,251.20000000000002,Local Truck
3513,0,2,3,1,243,3,1,0,2,4989,0,258.45000000000005,Local Truck
3514,1,2,3,2,262,4,1,1,1,4745,1,246.75,Local Truck
3515,2,2,2,4,189,3,1,1,3,5897,1,303.35,Local Truck
3516,4,2,5,4,178,2,1,0,4,5307,0,273.35,Local Truck
3517,3,2,3,4,232,3,2,0,1,4228,1,220.9,Local Truck
3518,4,2,4,5,254,3,1,1,1,4377,1,228.35000000000002,Local Truck
3519,0,2,3,1,148,2,2,1,5,4082,1,211.60000000000002,Local Truck
3520,1,2,4,3,253,4,0,1,4,4868,1,251.4,Local Truck
3521,2,2,4,5,223,3,2,0,9,5279,1,269.45,Local Truck
3522,4,2,2,2,190,2,2,1,7,4075,0,210.25,Local Truck
3523,3,2,5,3,181,4,1,0,2,5332,0,275.6,Local Truck
3524,4,2,2,3,226,3,1,1,8,5119,0,261.95000000000005,Local Truck
3525,0,2,3,4,182,2,2,1,8,4883,0,250.15,Local Truck
3526,1,2,2,4,191,3,2,0,6,4119,0,212.95000000000002,Local Truck
3527,2,2,3,1,223,4,1,1,1,4195,0,219.25,Local Truck
3528,4,2,4,5,274,3,2,1,4,4521,0,234.05,Local Truck
3529,3,2,4,4,218,2,1,1,9,5637,0,287.35,Local Truck
3530,4,2,3,5,197,3,1,1,3,5658,0,291.40000000000003,Local Truck
3531,0,2,4,2,137,3,1,0,6,5271,0,270.55,Local Truck
3532,1,2,2,1,163,3,1,0,3,5873,1,302.15000000000003,Local Truck
3533,2,2,4,4,218,4,1,1,6,4377,1,225.85000000000002,Local Truck
3534,4,2,5,1,245,3,1,1,6,4343,1,224.15,Local Truck
3535,3,2,3,5,181,2,2,1,2,4089,0,213.45000000000002,Local Truck
3536,4,1,6,3,222,5,0,0,2,4612,0,239.60000000000002,Maersk
3537,0,1,4,5,259,2,1,1,7,4390,1,226.0,Maersk
3538,1,1,3,4,157,3,2,0,6,5398,1,276.90000000000003,Maersk
3539,2,1,4,3,137,3,2,0,10,4820,1,246.0,Maersk
3540,4,1,3,3,242,3,1,0,8,4199,0,215.95000000000002,Maersk
3541,3,1,4,5,154,4,2,1,7,4938,0,253.39999999999998,Maersk
3542,4,1,3,2,150,2,1,0,3,4174,0,217.20000000000002,Maersk
3543,0,1,5,3,174,3,2,0,7,5510,1,282.0,Maersk
3544,1,1,5,5,265,3,0,0,3,5837,1,300.35,Maersk
3545,2,1,3,4,248,4,2,1,8,4540,0,233.0,Maersk
3546,4,1,4,3,186,3,1,1,7,5156,1,264.3,Maersk
3547,3,1,4,2,152,3,2,1,6,5764,1,295.2,Maersk
3548,4,1,3,3,163,3,2,1,2,5791,1,298.55,Maersk
3549,0,1,4,5,168,4,2,1,5,5735,1,294.25,Maersk
3550,1,1,4,3,102,3,2,0,3,4845,1,250.75,Maersk
3551,2,1,3,1,169,2,2,0,1,4783,1,248.65,Maersk
3552,4,1,6,1,163,4,0,1,3,4031,1,210.05,Maersk
3553,3,1,2,1,154,3,2,0,4,5100,0,263.0,Maersk
3554,4,1,3,5,271,2,1,0,3,4878,0,252.4,Maersk
3555,0,1,3,4,182,3,2,0,7,5409,1,276.95,Maersk
3556,1,1,4,1,173,3,1,0,5,5232,0,269.1,Maersk
3557,2,1,5,2,244,2,1,1,10,5696,0,289.8,Maersk
3558,4,0,4,5,214,2,1,1,8,4512,0,271.6,FedEx
3559,3,0,4,4,210,2,0,1,6,4076,0,250.8,FedEx
3560,4,0,5,3,194,7,2,0,10,5700,0,330.0,FedEx
3561,0,0,4,3,185,10,0,0,7,4818,1,287.4,FedEx
3562,1,0,3,3,121,2,1,1,10,5130,1,301.5,FedEx
3563,2,0,3,1,203,3,2,0,3,4137,0,255.35000000000002,FedEx
3564,4,0,2,5,134,10,0,1,8,5472,0,319.6,FedEx
3565,3,0,3,3,263,3,2,0,9,5665,1,328.75,FedEx
3566,4,0,5,1,279,8,1,0,6,5888,1,341.40000000000003,FedEx
3567,0,0,4,5,222,3,1,0,5,5584,0,326.7,FedEx
3568,1,0,4,1,233,2,1,1,9,4799,1,285.45000000000005,FedEx
3569,2,0,4,4,271,3,1,1,3,4152,0,256.1,FedEx
3570,4,0,3,4,118,4,1,1,6,5964,0,345.2,FedEx
3571,3,0,3,4,183,2,1,1,5,4261,1,260.55,FedEx
3572,4,0,3,4,217,3,1,0,5,4077,0,251.35000000000002,FedEx
3573,0,0,3,5,245,10,2,1,8,4909,1,291.45000000000005,FedEx
3574,1,0,3,4,143,4,2,1,5,5545,1,324.75,FedEx
3575,2,0,3,3,149,3,2,0,3,4189,0,257.95000000000005,FedEx
3576,4,0,4,5,275,6,2,1,10,1400,1,115.0,FedEx
3577,3,0,4,5,168,4,2,0,4,4776,1,286.8,FedEx
3578,4,0,4,1,102,3,2,1,3,4179,0,257.45000000000005,FedEx
3579,0,0,3,2,169,2,2,0,10,4038,1,246.9,FedEx
3580,1,2,6,5,163,4,0,1,3,5118,1,264.4,Local Truck
3581,2,2,2,3,154,3,2,1,3,4478,0,232.4,Local Truck
3582,4,2,3,3,271,2,1,0,8,4444,1,228.20000000000002,Local Truck
3583,3,2,3,4,182,3,2,0,2,5281,1,273.05,Local Truck
3584,4,2,4,5,173,3,1,0,7,4410,0,227.0,Local Truck
3585,0,2,5,5,244,2,1,1,10,5794,0,294.7,Local Truck
3586,1,2,4,5,214,2,1,1,3,5546,0,285.8,Local Truck
3587,2,2,4,2,210,2,0,0,3,5876,1,302.3,Local Truck
3588,4,2,5,1,194,7,2,1,8,4770,0,244.5,Local Truck
3589,3,2,4,3,185,10,0,1,1,4973,0,258.15,Local Truck
3590,4,2,3,1,121,2,1,1,2,5210,1,269.5,Local Truck
3591,0,2,3,4,203,3,2,1,1,5543,0,286.65000000000003,Local Truck
3592,1,2,2,3,134,10,0,0,1,5632,0,291.1,Local Truck
3593,2,2,3,2,263,3,2,1,8,5447,1,278.35,Local Truck
3594,4,2,5,2,279,8,1,1,5,4785,0,246.75,Local Truck
3595,3,2,4,2,222,3,1,0,3,5130,0,265.0,Local Truck
3596,4,2,4,2,233,2,1,0,5,4668,0,240.9,Local Truck
3597,0,2,4,2,271,3,1,1,9,4085,0,209.75,Local Truck
3598,1,2,3,5,118,4,1,0,10,5699,1,289.95,Local Truck
3599,2,2,3,4,183,2,1,1,3,4179,1,217.45000000000002,Local Truck
3600,4,2,3,4,217,3,1,0,5,4883,1,251.65,Local Truck
3601,3,2,3,4,245,10,2,1,1,5363,0,277.65000000000003,Local Truck
3602,4,2,3,2,143,4,2,0,7,4486,0,230.8,Local Truck
3603,0,2,3,2,149,3,2,0,7,4049,1,208.95000000000002,Local Truck
3604,1,2,4,2,275,6,2,1,9,1890,0,100.0,Local Truck
3605,2,2,7,4,282,5,1,1,5,1149,0,64.95,Local Truck
3606,4,2,4,1,276,2,2,1,3,1966,0,106.80000000000001,Local Truck
3607,3,2,4,5,244,3,1,1,6,1360,1,75.0,Local Truck
3608,4,2,5,5,258,4,2,1,7,5478,0,280.40000000000003,Local Truck
3609,0,2,3,5,257,3,1,1,5,5657,0,290.35,Local Truck
3610,1,2,4,2,195,5,2,1,9,5178,1,264.40000000000003,Local Truck
3611,2,2,2,2,152,4,1,1,6,4606,1,237.3,Local Truck
3612,4,2,2,1,100,3,1,1,1,5776,1,298.3,Local Truck
3613,3,2,4,1,248,2,2,1,4,5783,0,297.15000000000003,Local Truck
3614,4,2,4,5,274,2,1,0,2,4492,1,233.60000000000002,Local Truck
3615,0,2,3,3,203,2,1,1,1,5244,0,271.7,Local Truck
3616,1,2,6,5,194,5,1,0,8,4777,0,244.85000000000002,Local Truck
3617,2,2,3,3,142,3,1,0,7,4439,0,228.45000000000002,Local Truck
3618,4,2,4,5,208,5,1,0,7,5833,0,298.15000000000003,Local Truck
3619,3,2,4,5,237,2,2,0,6,5954,0,304.7,Local Truck
3620,4,2,3,1,210,2,1,1,9,4580,0,234.5,Local Truck
3621,0,2,3,3,158,2,1,1,10,4061,1,208.05,Local Truck
3622,1,2,3,3,148,3,1,1,1,5700,0,294.5,Local Truck
3623,2,2,3,2,146,3,0,0,4,5846,1,300.3,Local Truck
3624,4,2,3,3,155,3,1,0,3,5768,0,296.90000000000003,Local Truck
3625,3,2,2,5,233,3,2,1,10,5211,1,265.55,Local Truck
3626,4,2,3,4,165,2,2,0,8,4280,1,220.0,Local Truck
3627,0,2,4,3,227,3,2,0,10,5491,1,279.55,Local Truck
3628,1,2,5,3,197,4,1,0,6,4184,0,216.20000000000002,Local Truck
3629,2,2,4,1,134,3,2,1,2,4983,0,258.15,Local Truck
3630,4,2,5,2,134,2,1,1,9,5045,0,257.75,Local Truck
